rID,repo_name,full_repo_name,url,criteria,sa_doc,sa_doc_link,domain,cap_1,ISO_C1,cap_2,ISO_C2,cap_3,ISO_C3,layer_caps,project_type,search_term,stars,desc.,lang,last_commit,commits_2024,total_commits,collaborators,template,fork,forks,size,score,archived,disabled,Notes
R163,montithings,MontiCore/montithings,https://github.com/MontiCore/montithings,I2,YES,https://www.se-rwth.de/research/MontiThings/,IoT,Model-Driven IoT/Edge Application Development,Supporting Capabilities,Dynamic Deployment & Update at Edge,Supporting Capabilities,Asynchronous Cross-Device Communication,Data Capabilities,device ↔ fog,Subsystem,edge iot,14.0,An ecosystem for model-driven IoT applications,Java,2025-01-10T20:52:30Z,15.0,4.617,34.0,False,False,6.0,16788.0,1.0,False,False,Please cite MontiThings using its publication in the Journal of Systems and Software (Free Preprint Link).
R166,nabto-embedded-sdk,nabto/nabto-embedded-sdk,https://github.com/nabto/nabto-embedded-sdk,I2,YES,https://docs.nabto.com/developer/platforms/common/intro.html,"IoT, Security",Secure P2P Communication for IoT Devices,Data Capabilities,NAT/Firewall Traversal & Connectivity Optimization,Interface Capability,Lightweight Embedded Integration,Supporting Capabilities,device ↔ edge,Subsystem,edge-iot,17.0,"Nabto Edge Embedded SDK. Secure, direct connections to your IoT devices.",C,2024-12-02T13:10:24Z,195.0,2.861,5.0,False,False,4.0,5401.0,1.0,False,False,
R167,nanomq,nanomq/nanomq,https://github.com/nanomq/nanomq,I2,YES,https://github.com/nanomq/nanomq/blob/master/docs/en_US/assets/architecture.png,IoT,Lightweight Edge Messaging Broker,Data Capabilities,Protocol Translation & Interoperability Gateway,Data Capabilities,High-Performance & Resource-Efficient Messaging,Data Capabilities,device ↔ fog,Subsystem,edge-iot,1711.0,An ultra-lightweight and blazing-fast Messaging broker/bus for IoT edge & SDV,C,2025-01-14T14:58:23Z,539.0,3.598,31.0,False,False,203.0,18876.0,1.0,False,False,
R170,edgerunner,neuralize-ai/edgerunner,https://github.com/neuralize-ai/edgerunner,I1,YES,https://neuralize-ai.github.io/edgerunner/,"Edge AI Platform, Smart Things",Universal On-Device AI Runtime Integration,Supporting Capabilities,Device-Agnostic API Abstraction,Interface Capability,Platform-Specific NPU SDK Management,Supporting Capabilities,device ↔ fog,SDK,edge ai,65.0,Simplified AI runtime integration for mobile app development,C++,2024-11-29T13:52:56Z,355.0,355,1.0,False,False,4.0,34787.0,1.0,False,False,
R182,ai-edge,opendatahub-io/ai-edge,https://github.com/opendatahub-io/ai-edge,I1,YES,https://github.com/opendatahub-io/ai-edge/blob/main/docs/images/edge-architecture.png,"IoT, Smart Environments",Edge Processing,Data Capabilities,Orchestration & Management,Supporting Capabilities,Monitoring & Observability,Data Capabilities,edge ↔ fog,Framework,edge-ai,12.0,ODH integration with AI at the Edge usecases,Go,2024-11-11T22:52:26Z,280.0,490,13.0,False,False,19.0,16979.0,1.0,False,False,
R183,microshift,openshift/microshift,https://github.com/openshift/microshift,I2,YES,https://github.com/openshift/microshift/blob/main/docs/contributor/design.md,"Edge AI Platform, IoT",Lightweight Kubernetes-Native Orchestration,Supporting Capabilities,Cloud-Edge Continuum Integration,Supporting Capabilities,Secure Lifecycle & Policy Management,Supporting Capabilities,edge ↔ Cloud,Framework,edge iot,708.0,A small form factor OpenShift/Kubernetes optimized for edge computing,Go,2025-01-20T09:07:17Z,1961.0,5.895,84.0,False,False,203.0,107666.0,1.0,False,False,
R184,model_server,openvinotoolkit/model_server,https://github.com/openvinotoolkit/model_server,I1,YES,https://docs.openvino.ai/2026/model-server/ovms_what_is_openvino_model_server.html,"Smart Things, Edge AI Platform",Scalable AI Model Serving (gRPC/REST),Data Capabilities,Hardware-Accelerated Inference,Data Capabilities,Model Lifecycle Management,Supporting Capabilities,Continuum,Middleware,edge ai,697.0,A scalable inference server for models optimized with OpenVINO™,C++,2025-01-19T23:16:54Z,484.0,2.689,42.0,False,False,213.0,54087.0,1.0,False,False,
R185,openvino_testdrive,openvinotoolkit/openvino_testdrive,https://github.com/openvinotoolkit/openvino_testdrive,I1,Partially,,Smart Things,Multi-Modal Edge AI Inference Pipelines,Data Capabilities,Hardware-Accelerated Edge AI Execution,Data Capabilities,Model Evaluation & Edge AI Experimentation Toolkit,Supporting Capabilities,device ↔ fog,Full System,edge-ai,14.0,"With OpenVINO Test Drive, users can run large language models (LLMs) and models trained by Intel Geti on their devices, including AI PCs and Edge devices.",Dart,2025-01-17T23:02:56Z,368.0,369,6.0,False,False,3.0,23622.0,1.0,False,False,
R194,executorch,pytorch/executorch,https://github.com/pytorch/executorch,I2,YES,https://github.com/pytorch/executorch/blob/main/docs/source/getting-started-architecture.md,"Smart Things, Edge AI Platform",End-to-End On-Device AI Workflow,Data Capabilities,High Portability across Diverse Hardware,Supporting Capabilities,Developer Productivity & Toolchain Integration,Supporting Capabilities,edge ↔ fog,Platform,edge ai,2412.0,"On-device AI across mobile, embedded and edge for PyTorch",C++,2025-01-19T11:35:00Z,3856.0,5.271,100.0,False,False,420,150581.0,1.0,False,False,
R197,rhel-edge-automation-arch,redhat-cop/rhel-edge-automation-arch,https://github.com/redhat-cop/rhel-edge-automation-arch,I2,Partially,https://github.com/redhat-cop/rhel-edge-automation-arch/blob/main/docs/basic-walkthrough.md,IIoT,Automated Edge Provisioning & Configuration,Supporting Capabilities,OTA Updates & Rollback Management,Supporting Capabilities,GitOps-Driven Orchestration & Compliance,Supporting Capabilities,edge ↔ fog,Framework,edge architecture,45,RHEL for Edge Automation Deployment Architecture,Jinja,2023-12-21T19:39:53Z,0.0,315,7.0,False,FALSE,33,,,FALSE,FALSE,
R198,redpanda-edge-agent,redpanda-data/redpanda-edge-agent,https://github.com/redpanda-data/redpanda-edge-agent,I2,NO,,IoT,IoT Telemetry Streaming,Data Capabilities,Resilient Connectivity in Intermittent Networks,Data Capabilities,Remote Agent Management & Integration,Supporting Capabilities,edge ↔ Cloud,Subsystem,edge iot,28.0,Lightweight internet of things agent that forwards events from the edge,Go,2024-03-25T20:11:17Z,2.0,59,3.0,False,False,9.0,7228.0,1.0,False,False,
R201,viseron,roflcoopter/viseron,https://github.com/roflcoopter/viseron,I1,YES,https://github.com/roflcoopter/viseron/blob/dev/docs/README.md,"Video Analytics, Smart Home",On-Device Video Analytics & AI Inference,Data Capabilities,Hardware-Accelerated Vision Processing,Data Capabilities,Event-Driven Smart Home/IoT Integration,Data Capabilities,device ↔ fog,Full System,edgetpu,1843.0,"Self-hosted, local only NVR and AI Computer Vision software.  With features such as object detection, motion detection, face recognition and more, it gives you the power to keep an eye on your home, office or any other place you want to monitor.",Python,2025-01-19T09:53:42Z,367.0,1.847,11.0,False,False,190.0,41822.0,1.0,False,False,
R203,salt,saltstack/salt,https://github.com/saltstack/salt,I2,YES,https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst,"IoT, Orchestration",Scalable Remote Configuration & Automation,Supporting Capabilities,Real-Time Orchestration & Parallel Execution,Supporting Capabilities,"Security, Compliance & Lifecycle Management",Supporting Capabilities,edge ↔ Cloud,Platform,edge iot,14287.0,Software to automate the management and configuration of any infrastructure or application at scale. Install Salt from the Salt package repositories here:,Python,2025-01-20T09:37:47Z,1280.0,121.363,100.0,False,False,5496.0,547395.0,1.0,False,False,
R204,fedn,scaleoutsystems/fedn,https://github.com/scaleoutsystems/fedn,I1,YES,https://docs.scaleoutsystems.com/en/stable/architecture.html,"Smart Things, Edge AI Platform",Federated Model Training & Aggregation,Data Capabilities,Scalable Orchestration of Heterogeneous Nodes,Supporting Capabilities,Privacy-Preserving Collaboration,Supporting Capabilities,edge ↔ Cloud,Framework,edge-ai,146.0,"FEDn: An enterprise-ready open source federated learning framework. This repository contains the Python framework, CLI and API.",Python,2025-01-16T09:16:35Z,245.0,1.931,25.0,False,False,36.0,371729.0,1.0,False,False,
R205,ModelAssistant,Seeed-Studio/ModelAssistant,https://github.com/Seeed-Studio/ModelAssistant,I1,YES,https://github.com/Seeed-Studio/ModelAssistant/blob/main/docs/introduction/overview.md,"Smart Things, Video Analytics, Audio Analytics",Simplified AI Model Deployment at Edge,Data Capabilities,Multi-Framework & Hardware Interoperability,Supporting Capabilities,Model Lifecycle Management,Supporting Capabilities,device ↔ fog,Platform,tinyml,352.0,Seeed SenseCraft Model Assistant is an open-source project focused on embedded AI. 🔥🔥🔥,Python,2025-01-16T11:13:02Z,224.0,824,100.0,False,False,49.0,26993.0,1.0,False,False,
R207,piccolo,sensiml/piccolo,https://github.com/sensiml/piccolo,I1,YES,https://sensiml.com/documentation/analytics-studio/,"Smart Things, Video Analytics, Audio Analytics, IoT, IIoT",Ultra-Lightweight TinyML Inference Runtime,Data Capabilities,Sensor Data Pattern Recognition,Data Capabilities,Low-Power Embedded AI Optimization,Supporting Capabilities,device ↔ edge,Platform,edge ai,53.0,SensiML's open-source AutoML solution for Edge AI model development,Python,2025-01-17T01:48:25Z,54.0,77,5.0,False,False,7.0,96464.0,1.0,False,False,
R210,simpleiot,simpleiot/simpleiot,https://github.com/simpleiot/simpleiot,I2,YES,https://github.com/simpleiot/simpleiot/tree/master/docs/ref,"Smart Things, IoT",Lightweight Edge IoT Platform,Data Capabilities,Graph-Based Device & Data Modeling,Data Capabilities,Remote Device Management & Configuration,Supporting Capabilities,Continuum,Full System,edge-iot,178.0,Simple IoT cloud/edge application/framework,Go,2025-01-03T22:10:16Z,263.0,3.433,9.0,False,False,29.0,16600.0,1.0,False,False,
R212,MaixPy,sipeed/MaixPy,https://github.com/sipeed/MaixPy,I1,YES,https://github.com/sipeed/MaixPy/blob/main/docs/README.md,"Smart Things, Video Analytics",On-Device AI Inference (TinyML),Data Capabilities,Python-Based Embedded Runtime,Supporting Capabilities,Peripheral & Sensor Integration for IoT,Transducer Capabilities,device ↔ edge,SDK,edge ai,225.0,Easily create AI projects with Python on edge device,Python,2025-01-17T10:44:06Z,408.0,443,13.0,False,False,47.0,63546.0,1.0,False,False,
R217,fogflow,smartfog/fogflow,https://github.com/smartfog/fogflow,I2,YES,https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst,"IoT, Orchestration, Smart City, IIoT",Dynamic Service Orchestration,Supporting Capabilities,Context-aware Service Discovery & Chaining,Supporting Capabilities,Distributed Task Scheduling & Optimization,Supporting Capabilities,edge ↔ Cloud,Framework,edge-iot,126.0,FogFlow is a standard-based IoT fog computing framework that supports serverless computing and edge computing with advanced programming models,Go,2024-11-04T09:48:23Z,22.0,2.471,23.0,False,False,45.0,187714.0,1.0,False,False,
R223,edgeai-gst-apps,TexasInstruments/edgeai-gst-apps,https://github.com/TexasInstruments/edgeai-gst-apps,I1,NO,,"Video Analytics, Smart Things",Hardware-Accelerated GStreamer Pipelines,Data Capabilities,End-to-End Streaming Edge Inference,Data Capabilities,Cross-Language & Configurable Runtime,Supporting Capabilities,edge ↔ fog,Subsystem,edgeai,26.0,Gstreamer based Edge AI reference application,C++,2024-12-12T12:20:44Z,43.0,173,9.0,False,False,27.0,488.0,1.0,False,False,
R225,thin-edge.io,thin-edge/thin-edge.io,https://github.com/thin-edge/thin-edge.io,I2,YES,https://thin-edge.github.io/thin-edge.io/understand/faq/,"IoT, IIoT",Lightweight IoT Edge Gateway,Data Capabilities,Multi-Protocol IoT Interoperability,Data Capabilities,Remote Device Management & OTA Updates,Supporting Capabilities,Continuum,Framework,edge-iot,228.0,The open edge framework for lightweight IoT devices,Rust,2025-01-17T22:04:34Z,1771.0,5.432,30.0,False,False,56.0,122193.0,1.0,False,False,
R227,flogo,TIBCOSoftware/flogo,https://github.com/TIBCOSoftware/flogo,I2,YES,https://tibcosoftware.github.io/flogo/,IoT,Lightweight Event-Driven Integration,Data Capabilities,Cross-Platform & Serverless Deployment,Supporting Capabilities,Embedded AI/ML Inference in Flows,Data Capabilities,edge ↔ Cloud,Framework,edge iot,2442.0,"Project Flogo is an open source ecosystem of opinionated  event-driven capabilities to simplify building efficient & modern serverless functions, microservices & edge apps.",CSS,2024-04-24T18:42:04Z,1.0,432,40.0,False,False,288.0,34005.0,1.0,False,False,
R235,saf,TRUMPF-IoT/saf,https://github.com/TRUMPF-IoT/saf,I2,YES,https://github.com/TRUMPF-IoT/saf/tree/master/docs,"IIoT, IoT",Cloud-Edge .NET Application Framework,Supporting Capabilities,Modular Plugin Architecture & DI Management,Supporting Capabilities,Distributed Pub/Sub Messaging Infrastructure,Data Capabilities,device ↔ fog,Framework,edge iot,12.0,Smart Application Framework (SAF) is a .NET based framework for building distributed applications across cloud and edge.,C#,2025-01-07T16:33:21Z,21.0,375,5.0,False,False,1.0,1122.0,1.0,False,False,
R238,edge-infer,unit-mesh/edge-infer,https://github.com/unit-mesh/edge-infer,I1,Partially,https://github.com/unit-mesh/edge-infer/blob/master/docs/README.md,"Video Analytics, Smart Things",Lightweight Edge Model Inference,Data Capabilities,Cross-Platform Runtime Support,Supporting Capabilities,Configurable Inference Pipeline,Supporting Capabilities,device ↔ fog,Platform,edge ai,39.0,"EdgeInfer enables efficient edge intelligence by running small AI models, including embeddings and OnnxModels, on resource-constrained devices like Android, iOS, or MCUs for real-time decision-making. EdgeInfer 旨在资源受限的设备上运行小型 AI 模型（包括向量化和 Onnx 模型），如 Android、iOS 或 MCUs，实现高效的边缘智能，用于实时决策。",Rust,2024-04-17T09:23:00Z,11.0,121,3.0,False,False,2.0,280.0,1.0,False,False,
R241,WasmEdge,WasmEdge/WasmEdge,https://github.com/WasmEdge/WasmEdge,I1,YES,https://github.com/WasmEdge/WasmEdge/blob/master/docs/ecosystem.md,"IoT, Smart Things",Lightweight & Secure Application Runtime,Supporting Capabilities,AI/ML Inference in WASM Modules,Data Capabilities,Cloud-Native & Edge Integration,Supporting Capabilities,Continuum,Platform,edge-iot,8754.0,"WasmEdge is a lightweight, high-performance, and extensible WebAssembly runtime for cloud native, edge, and decentralized applications. It powers serverless apps, embedded functions, microservices, smart contracts, and IoT devices.",C++,2025-01-19T23:06:04Z,777.0,3.819,100.0,False,False,787.0,24641.0,1.0,False,False,
R242,self,watson-intu/self,https://github.com/watson-intu/self,I1,YES,https://github.com/watson-intu/self-docs/blob/94f376527082cfd25c225b2f99a5304d6955576f/faqs/architecture/architecture.md,"Smart Things, IoRT",Multimodal Perception & Cognitive Integration,Data Capabilities,Distributed Agent-Oriented Orchestration,Supporting Capabilities,Extensible Hybrid Edge–Cloud AI Integration,Supporting Capabilities,device ↔ fog,Middleware,edge-ai,29.0,Intu is a Cognitive Embodiment Middleware for AI on the edge.,C++,2024-11-29T18:47:35Z,2.0,66,8.0,False,False,27.0,160108.0,1.0,False,False,
R247,Vitis-AI,Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,I1,YES,https://xilinx.github.io/Vitis-AI/3.5/html/docs/workflow.html?highlight=architecture,Smart Things,Model Compilation & FPGA Acceleration,Supporting Capabilities,End-to-End AI Deployment Stack,Supporting Capabilities,Hardware-Optimized Edge AI Runtime,Supporting Capabilities,Continuum,Platform,edge ai,1526.0,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards.",Python,2024-09-12T07:20:12Z,3.0,1.253,34.0,False,False,640.0,2361712.0,1.0,False,False,
R251,yomo,yomorun/yomo,https://github.com/yomorun/yomo,I1,YES,https://yomo.run/introduction,IoT,Low-Latency Edge Stream Processing,Data Capabilities,Stateful Serverless Architecture with Strong Typing,Supporting Capabilities,Geo-Distributed AI Agent Infrastructure,Data Capabilities,edge ↔ fog,Framework,edge ai,1694.0,"🦖 Stateful Serverless Framework for Geo-distributed Edge AI Infra. with function calling support, write once, run on any model.",Go,2025-01-19T03:38:40Z,141.0,602,18.0,False,False,129.0,68921.0,1.0,False,False,
R254,kantv,zhouwg/kantv,https://github.com/zhouwg/kantv,I1,YES,https://github.com/kantv-ai/kantv/tree/master?tab=readme-ov-file#docs,"Content Delivery, Video Analytics",Cross-Platform Media Processing,Data Capabilities,Hardware-Accelerated Video Decoding,Data Capabilities,Multi-Protocol Streaming & Playback,Data Capabilities,edge ↔ fog,Full System,edge-ai,136.0,"workbench for learing&practising AI tech in real scenario on Android device, powered by GGML(Georgi Gerganov Machine Learning) and NCNN(Tencent NCNN) and FFmpeg",C++,2024-06-17T13:39:23Z,287.0,2.986,41.0,False,False,20.0,1102570.0,1.0,False,False,
R257,ztachip,ztachip/ztachip,https://github.com/ztachip/ztachip,I1,YES,https://github.com/ztachip/ztachip/blob/master/Documentation/Overview.md,"Smart Things, Video Analytics",Custom Edge AI Hardware Acceleration,Data Capabilities,SDK & Runtime for Edge AI Applications,Data Capabilities,Real-Time Vision & ML Inference,Data Capabilities,device ↔ edge,Platform,edge ai,239.0,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,C++,2024-08-21T03:06:22Z,63.0,413,2.0,False,False,34.0,173338.0,1.0,False,False,
R258,auritus,nesl/auritus,https://github.com/nesl/auritus,I1,YES,https://github.com/nesl/auritus/blob/main/README.md#framework-architecture,"Audio Analytics, Smart Things",Data Collection and Labeling,Data Capabilities,Hardware-Aware Model Compactness,Supporting Capabilities,Extendability & Custom Pipeline,Data Capabilities,device ↔ edge,SDK,tinyml,20,Auritus: An Open-Source Optimization Toolkit for Training and Development of Human Movement Models and Filters Using Earables,C++,2024-09-17T06:56:53Z,2,61,0.0,False,False,0,145361,1.0,False,False,
R259,open-horizon,motion-ai/open-horizon,https://github.com/motion-ai/open-horizon,I1,YES,https://github.com/motion-ai/open-horizon/blob/master/docs/HELLO_WORLD.md,"Video Analytics, Orchestration",Edge AI Video Analytics,Data Capabilities,Edge AI Integration with IoT Platforms,Data Capabilities,Situational Awareness & Event Visualization Dashboard,Interface Capability,edge ↔ Cloud,Subsystem,edge,2,Open source edge services,Shell,,0,363,0,False,False,0,,1,False,False,Snowballing
R261,smart-social-distancing,galliot-us/smart-social-distancing,https://github.com/galliot-us/smart-social-distancing,I1,YES,https://galliot.us/blog/smart-social-distancing-new-codebase-architecture/,"Video Analytics, IoT, Human Safety, Smart Buildings",Edge-Based Real-Time Social Distancing Analytics,Data Capabilities,Multi-Hardware AI Acceleration,Data Capabilities,Event-Driven Notification & Data Integration,Data Capabilities,Continuum,Full System,edge-ai,140,"Social Distancing Detector using deep learning and capable to run on edge AI devices such as NVIDIA Jetson, Google Coral, and more.",Python,,0,633,20,False,False,39,,1,False,False,