rID,repo_name,url,capability_1,source_1,iso_map_C1-[R1],iso_map_C1-[R2],iso_map_C1-[R3],capability_2,source_2,iso_map_C2-[R1],iso_map_C2-[R2],iso_map_C2-[R3],capability_3,source_3,iso_map_C3-[R1],iso_map_C3-[R2],iso_map_C3-[R3],layer_caps
R210,simpleiot,https://github.com/simpleiot/simpleiot,Lightweight Edge IoT Platform,https://github.com/SimpleIot/SimpleIot,Data Capabilities,Data Capabilities,Data Capabilities,Graph-Based Device & Data Modeling,https://docs.simpleiot.org/index.html,Data Capabilities,Data Capabilities,Data Capabilities,Remote Device Management & Configuration,https://docs.simpleiot.org,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R225,thin-edge.io,https://github.com/thin-edge/thin-edge.io,Lightweight IoT Edge Gateway,https://github.com/thin-edge/thin-edge.io,Data Capabilities,Data Capabilities,Data Capabilities,Multi-Protocol IoT Interoperability,https://thin-edge.io,Data Capabilities,Data Capabilities,Data Capabilities,Remote Device Management & OTA Updates,https://thin-edge.io,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R017,ai8x-training,https://github.com/analogdevicesinc/ai8x-training,Model Training & Preparation,https://github.com/analogdevicesinc/ai8x-training/tree/develop,Supporting Capabilities,Data Capabilities,Data Capabilities,Hardware-Aware Model Constraint Handling,https://github.com/analogdevicesinc/ai8x-training/tree/develop?tab=readme-ov-file#weights-and-activations-quantization-aware-training-qat,Data Capabilities,Data Capabilities,Data Capabilities,AutoML / Training Workflow Integration,https://github.com/analogdevicesinc/ai8x-training/tree/develop?tab=readme-ov-file#adi-max78000max78002-model-training-and-synthesis,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R031,iotedge,https://github.com/Azure/iotedge,Containerized Workload Orchestration,https://learn.microsoft.com/pt-br/azure/iot-edge/about-iot-edge#iot-edge-modules,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Local Secure Communication & Store-and-Forward,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-runtime#cloud-communication,Data Capabilities,Data Capabilities,Data Capabilities,Cloud-Integrated Device Management,https://github.com/Azure/iotedge?tab=readme-ov-file#iot-edge,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R048,FogBus2,https://github.com/Cloudslab/FogBus2,Integrated Fog-Cloud Resource Orchestration,https://github.com/Cloudslab/FogBus2?tab=readme-ov-file#sample-environment-architecture,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Secure Data Management & Authentication,https://github.com/Cloudslab/FogBus2/tree/main?tab=readme-ov-file#major-contributions,Supporting Capabilities,Data Capabilities,Supporting Capabilities,QoS-aware Task Scheduling & Monitoring,https://github.com/Cloudslab/FogBus2/tree/main?tab=readme-ov-file#major-contributions,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R149,luos_engine,https://github.com/Luos-io/luos_engine,Modular Microservice Architecture,https://www.businesswire.com/news/home/20220907006042/en/Luos-Bringing-Microservices-to-Internet-of-Things,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Dynamic Service Discovery & Communication,https://www.luos.io/docs/luos-technology/basics/concepts,Data Capabilities,Data Capabilities,Data Capabilities,Distributed IoT System Scalability,https://github.com/Luos-io/luos_engine?tab=readme-ov-file#luos-engine-empowering-developers,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R241,WasmEdge,https://github.com/WasmEdge/WasmEdge,Lightweight & Secure Application Runtime,https://github.com/WasmEdge/WasmEdge,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,AI/ML Inference in WASM Modules,https://github.com/WasmEdge/WasmEdge?tab=readme-ov-file#-wasmedge-is-the-easiest-and-fastest-way-to-run-llms-on-your-own-devices-,Data Capabilities,Data Capabilities,Data Capabilities,Cloud-Native & Edge Integration,https://wasmedge.org,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R050,tflite_elixir,https://github.com/cocoa-xu/tflite_elixir,On-Device ML Inference with TensorFlow Lite,https://github.com/cocoa-xu/tflite_elixir,Data Capabilities,Data Capabilities,Data Capabilities,Elixir Integration for Edge AI Applications,https://github.com/cocoa-xu/tflite_elixir?tab=readme-ov-file#tfliteelixir,Supporting Capabilities,Data capabilities or Interface,Supporting Capabilities,Cross-Platform Edge Deployment,https://github.com/cocoa-xu/tflite_elixir?tab=readme-ov-file#compile-time-environment-variable,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R223,edgeai-gst-apps,https://github.com/TexasInstruments/edgeai-gst-apps,Hardware-Accelerated GStreamer Pipelines,https://github.com/TexasInstruments/edgeai-gst-apps,Supporting Capabilities,Data Capabilities,Data Capabilities,End-to-End Streaming Edge Inference,https://github.com/TexasInstruments/edgeai-gst-apps,Supporting Capabilities,Data Capabilities or Transducer Capabilities,Data Capabilities,Cross-Language & Configurable Runtime,https://github.com/TexasInstruments/edgeai-gst-apps,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ fog
R147,hal-9100,https://github.com/llm-edge/hal-9100,Application Hosting & Execution,https://github.com/llm-edge/hal-9100?tab=readme-ov-file#-who-is-it-for,Data Capabilities,Data Capabilities,Data Capabilities,Interoperability Gateway,https://github.com/llm-edge/hal-9100?tab=readme-ov-file#-key-features,Interface Capability,Interface Capability,Interface Capability,Resource Management,https://github.com/llm-edge/hal-9100?tab=readme-ov-file#-our-definition-of-software-30,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R148,loxilb,https://github.com/loxilb-io/loxilb,High-Performance Edge Load Balancing,https://docs.loxilb.io/latest/,Data Capabilities,Data Capabilities,Data Capabilities,Multi-Cluster & Multi-Tenant Networking,https://www.loxilb.io,Interface Capability,Interface Capability,Interface Capability,Security & Resilience (DDoS Protection),https://github.com/loxilb-io/loxilb?tab=readme-ov-file#what-is-loxilb,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R150,macchina.io,https://github.com/macchina-io/macchina.io,Edge Gateway Device & Protocol Integration,https://macchina.io/edge.html,Data Capabilities,Data Capabilities,Data Capabilities,Web-Enabled Service Exposure,https://macchina.io/edge.html,Interface Capability,Interface Capability,Interface Capability,Remote Application Management & Extensibility,https://macchina.io/edge_gateways.html,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R166,nabto-embedded-sdk,https://github.com/nabto/nabto-embedded-sdk,Secure P2P Communication for IoT Devices,https://github.com/nabto/nabto-embedded-sdk,Data Capabilities,Data Capabilities,Data Capabilities,NAT/Firewall Traversal & Connectivity Optimization,https://www.nabto.com/docs/developer/guides/overview/platform-overview.html,Interface Capability,Interface Capability,Interface Capability,Lightweight Embedded Integration,https://www.nabto.com/docs/developer/platforms/embedded/intro.html,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ edge
R170,edgerunner,https://github.com/neuralize-ai/edgerunner,Universal On-Device AI Runtime Integration,https://github.com/neuralize-ai/edgerunner,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Device-Agnostic API Abstraction,https://github.com/neuralize-ai/edgerunner?tab=readme-ov-file#-introduction,Interface Capability,Interface Capability,Interface Capability,Platform-Specific NPU SDK Management,https://github.com/neuralize-ai/edgerunner?tab=readme-ov-file#-introduction,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R083,shifu,https://github.com/Edgenesis/shifu,Device Virtualization & Digital Twin,https://github.com/Edgenesis/shifu/blob/main/README.md,Interface Capability,Supporting capability,Interface Capability,Protocol Interoperability & Integration,https://github.com/Edgenesis/shifu-lwm2m-demo,Interface Capability,Interface Capability,Interface Capability,Kubernetes-Native Orchestration of IoT Devices,https://github.com/Edgenesis/shifu/blob/main/README.md,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R002,magistrala,https://github.com/absmach/magistrala,Multi-Protocol IoT Communication Broker,https://magistrala.absmach.eu/docs#what-is-magistrala,Data Capabilities,Data Capabilities,Data Capabilities,"Identity, Authentication & Authorization Management",https://magistrala.absmach.eu/docs#features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Scalable Microservices IoT Platform,https://magistrala.absmach.eu/docs/user-guide/architecture,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R003,supermq,https://github.com/absmach/supermq,Multi-Protocol IoT Messaging Broker,https://github.com/absmach/supermq?tab=readme-ov-file#key-features-,Data Capabilities,Data Capabilities,Data Capabilities,Identity & Access Management for IoT,https://github.com/absmach/supermq?tab=readme-ov-file#key-features-,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Scalable Microservices Architecture for IoT,https://github.com/absmach/supermq?tab=readme-ov-file#key-features-,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R007,aXeleRate,https://github.com/AIWintermuteAI/aXeleRate,Model Training & Auto-Conversion,https://github.com/AIWintermuteAI/aXeleRate?tab=readme-ov-file#keras-based-framework-for-ai-on-the-edge,Data Capabilities,Data Capabilities,Data Capabilities,Multi-Format Hardware Optimization,https://github.com/AIWintermuteAI/aXeleRate?tab=readme-ov-file#wrench-key-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Configurable Workflow & Versioning,https://github.com/AIWintermuteAI/aXeleRate?tab=readme-ov-file#wrench-key-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R040,Olares,https://github.com/beclab/Olares,Local-First AI Application Hosting,https://github.com/beclab/Olares?tab=readme-ov-file#olares-an-open-source-personal-cloud-to-reclaim-your-data,Data Capabilities,Data Capabilities,Data Capabilities,Decentralized AI Application Marketplace,https://github.com/beclab/Olares?tab=readme-ov-file#olares-an-open-source-personal-cloud-to-reclaim-your-data,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Edge Application Orchestration & Management,https://github.com/beclab/Olares?tab=readme-ov-file#key-use-cases,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R056,leapfrogai,https://github.com/defenseunicorns/leapfrogai,Secure Local LLM Serving,https://medium.com/defense-unicorns/generative-ai-for-secure-systems-e89fc22ce577,Data Capabilities,Data Capabilities,Data Capabilities,Auditable & Observable AI Inference,https://medium.com/defense-unicorns/generative-ai-for-secure-systems-e89fc22ce577,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Kubernetes-Native Deployment in Air-Gapped Environments,https://medium.com/defense-unicorns/generative-ai-for-secure-systems-e89fc22ce577,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R064,edgehog-device-runtime,https://github.com/edgehog-device-manager/edgehog-device-runtime,Comprehensive Telemetry Reporting,https://github.com/edgehog-device-manager/edgehog-device-runtime?tab=readme-ov-file#telemetry,Data Capabilities,Data Capabilities,Data Capabilities,OTA Management & State Control,https://github.com/edgehog-device-manager/edgehog-device-runtime?tab=readme-ov-file#implemented-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Container Service Integration,https://github.com/edgehog-device-manager/edgehog-device-runtime?tab=readme-ov-file#containers,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R082,edgen,https://github.com/edgenai/edgen,Local Modular GenAI Serving,https://github.com/edgenai/edgen,Data Capabilities,Data Capabilities,Data Capabilities,Hardware-Adaptive Inference Optimization,https://github.com/edgenai/edgen?tab=readme-ov-file#----a-local-genai-api-server-a-drop-in-replacement-for-openais-api-for-local-genai,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cross-Platform Native Deployment,https://github.com/edgenai/edgen?tab=readme-ov-file#supported-platforms,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R088,emlearn,https://github.com/emlearn/emlearn,Portable C99 TinyML Engine,https://github.com/emlearn/emlearn?tab=readme-ov-file#platform-support,Data Capabilities,Data Capabilities,Data Capabilities,Python-to-Embedded Workflow Bridge,https://github.com/emlearn/emlearn,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Platform-Agnostic Compatibility,https://github.com/emlearn/emlearn?tab=readme-ov-file#platform-support,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R098,trusted-connector,https://github.com/Fraunhofer-AISEC/trusted-connector,Secure Data Exchange Gateway,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform,Data Capabilities,Data Capabilities,Data Capabilities,Data Sovereignty & Policy Enforcement,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#data-usage-control,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Trusted Execution & Compliance Integration,https://github.com/Fraunhofer-AISEC/trusted-connector,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R101,solo-server,https://github.com/GetSoloTech/solo-server,Local Physical AI Inference Server,https://github.com/GetSoloTech/solo-cli/blob/main/README.md,Data Capabilities,Data Capabilities,Data Capabilities,Hardware-Auto Detection & Optimization  ,https://www.getsolo.tech,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Open Model Registry & CLI Management,https://github.com/GetSoloTech/solo-cli,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R194,executorch,https://github.com/pytorch/executorch,End-to-End On-Device AI Workflow,https://github.com/pytorch/executorch,Data Capabilities,Data Capabilities,Data Capabilities,High Portability across Diverse Hardware,https://github.com/pytorch/executorch?tab=readme-ov-file#platform--hardware-support,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Developer Productivity & Toolchain Integration,https://github.com/pytorch/executorch?tab=readme-ov-file#key-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ fog
R204,fedn,https://github.com/scaleoutsystems/fedn,Federated Model Training & Aggregation,https://github.com/scaleoutsystems/fedn,Data Capabilities,Data Capabilities,Data Capabilities,Scalable Orchestration of Heterogeneous Nodes,https://github.com/scaleoutsystems/fedn?tab=readme-ov-file#features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Privacy-Preserving Collaboration,https://github.com/scaleoutsystems/fedn?tab=readme-ov-file#fedn-an-enterprise-ready-federated-learning-framework,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R205,ModelAssistant,https://github.com/Seeed-Studio/ModelAssistant,Simplified AI Model Deployment at Edge,https://github.com/Seeed-Studio/ModelAssistant,Data Capabilities,Data Capabilities,Data Capabilities,Multi-Framework & Hardware Interoperability,https://github.com/Seeed-Studio/ModelAssistant/blob/main/README.md#%EF%B8%8F-supports-multiple-formats-for-model-export,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Model Lifecycle Management,https://github.com/Seeed-Studio/ModelAssistant/blob/main/README.md#introduction,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R035,KAN,https://github.com/Azure/KAN,Standard-Based Extensibility and Platform Agnosticism,https://github.com/Azure/KAN?tab=readme-ov-file#characteristics,Interface Capability,Data Capabilities,Interface Capability,ML Deployment and Management,https://github.com/Azure/KAN?tab=readme-ov-file#characteristics,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cross-Domain Deployment Flexibility,https://github.com/Azure/KAN?tab=readme-ov-file#characteristics,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R016,ai8x-synthesis,https://github.com/analogdevicesinc/ai8x-synthesis,Model Quantization & Synthesis,https://github.com/analogdevicesinc/ai8x-synthesis/blob/develop/README.md,Supporting Capabilities,Data Capabilities,Data Capabilities,Edge Hardware Optimization,https://github.com/analogdevicesinc/ai8x-synthesis/blob/develop/README.md,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Toolchain Integration & Automation,https://www.analog.com/en/resources/app-notes/developing-power-optimized-apps-on-the-max78000.html,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R238,edge-infer,https://github.com/unit-mesh/edge-infer,Lightweight Edge Model Inference,https://github.com/unit-mesh/edge-infer,Supporting Capabilities,Data Capabilities,Data Capabilities,Cross-Platform Runtime Support,https://github.com/unit-mesh/edge-infer?tab=readme-ov-file#todos,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Configurable Inference Pipeline,https://github.com/unit-mesh/edge-infer,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R013,heartkit,https://github.com/AmbiqAI/heartkit,On-Device Biomedical Signal Inference,https://github.com/AmbiqAI/heartkit?tab=readme-ov-file#tasks,Supporting Capabilities,Data Capabilities or Transducer Capabilities,Data Capabilities,Low-Power AI Optimization,https://github.com/AmbiqAI/heartkit?tab=readme-ov-file#models,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Health Data Preprocessing & Model Lifecycle,https://github.com/AmbiqAI/heartkit?tab=readme-ov-file#modes,Data Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R242,self,https://github.com/watson-intu/self,Multimodal Perception & Cognitive Integration,https://github.com/watson-intu/self?tab=readme-ov-file#intu,Supporting Capabilities,Data Capabilities or Transducer Capabilities,Data Capabilities,Distributed Agent-Oriented Orchestration,https://github.com/watson-intu/self/blob/develop/README.md,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Extensible Hybrid Edge–Cloud AI Integration,https://github.com/watson-intu/self?tab=readme-ov-file#compiling-intu-for-various-platforms,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R093,fabedge,https://github.com/FabEdge/fabedge,Secure Cloud-Edge & Edge-Edge Overlay Networking,https://github.com/FabEdge/fabedge,Interface Capability,Interface Capability,Interface Capability,Automatic Configuration & Topology-Aware Discovery,https://github.com/FabEdge/fabedge?tab=readme-ov-file#advantages,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Kubernetes-Native Multi-Cluster Orchestration,https://github.com/FabEdge/fabedge?tab=readme-ov-file#features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ fog
R023,dem,https://github.com/axem-solutions/dem,Declarative DevEnv Orchestration,https://github.com/axem-solutions/dem,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Template & Registry Integration,https://github.com/axem-solutions/dem?tab=readme-ov-file#the-concept-in-a-nutshell,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Portable Containerized Tooling,https://github.com/axem-solutions/dem?tab=readme-ov-file#key-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Edge ↔ fog
R032,iotedge-eflow,https://github.com/Azure/iotedge-eflow,Cross-Platform Edge Runtime Hosting,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows#components,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Containerized Workload Execution & Management,https://github.com/Azure/iotedge-eflow/releases/tag/1.4.1.13112,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cloud-Integrated Device Orchestration,https://github.com/Azure/iotedge-eflow?tab=readme-ov-file#azure-iot-edge-for-linux-on-windows,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R063,edgehog,https://github.com/edgehog-device-manager/edgehog,OTA Lifecycle & Fleet Control,https://github.com/edgehog-device-manager/edgehog?tab=readme-ov-file#-key-features,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Remote Docker Application Management,https://github.com/edgehog-device-manager/edgehog?tab=readme-ov-file#-getting-started,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Dynamic Fleet Grouping & Geolocation,https://github.com/edgehog-device-manager/edgehog,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R116,inngest,https://github.com/inngest/inngest,Event-Driven Orchestration,https://github.com/inngest/inngest,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Resilient Task Scheduling & State Management,https://github.com/inngest/inngest?tab=readme-ov-file#project-architecture,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cross-Environment Portability,https://github.com/inngest/inngest?tab=readme-ov-file#sdks,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,fog ↔ cloud
R121,compage,https://github.com/intelops/compage,Low-Code Cloud-to-Edge App Generation,https://github.com/intelops/compage,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Supply Chain Security & SBOM Automation,https://github.com/intelops/compage?tab=readme-ov-file#compage,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Multi-Platform Orchestration & Deployment,https://github.com/intelops/compage?tab=readme-ov-file#problems-that-compage-is-trying-to-solve,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,fog ↔ cloud
R137,keylime,https://github.com/keylime/keylime,Remote Attestation & Integrity Verification,https://github.com/keylime/keylime?tab=readme-ov-file#tpm-support,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Secure Provisioning & Key Management,https://github.com/keylime/keylime?tab=readme-ov-file#running-keylime,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cross-Layer Security & Compliance,https://github.com/keylime/keylime?tab=readme-ov-file#additional-reading,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R141,edge-home-orchestration-go,https://github.com/lf-edge/edge-home-orchestration-go,Dynamic Service Offloading & Load Balancing,https://github.com/lf-edge/edge-home-orchestration-go?tab=readme-ov-file#quick-start-of-the-edge-orchestration-w-and-wo-build,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Distributed Device Discovery & Scheduling,https://github.com/lf-edge/edge-home-orchestration-go?tab=readme-ov-file#introduction,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Container-based Application Deployment,https://github.com/lf-edge/edge-home-orchestration-go?tab=readme-ov-file#introduction,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,device ↔ fog
R143,eve,https://github.com/lf-edge/eve,Secure Edge Virtualization & Isolation,https://github.com/lf-edge/eve?tab=readme-ov-file#running-in-qemu,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Remote Orchestration & Lifecycle Management,https://github.com/lf-edge/eve?tab=readme-ov-file#eve-is-edge-virtualization-engine,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Zero-Trust Security & Device Integrity,https://github.com/lf-edge/eve?tab=readme-ov-file#customizing-the-configuration,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R183,microshift,https://github.com/openshift/microshift,Lightweight Kubernetes-Native Orchestration,https://github.com/openshift/microshift,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Cloud-Edge Continuum Integration,https://github.com/openshift/microshift?tab=readme-ov-file#microshift,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Secure Lifecycle & Policy Management,https://community.ibm.com/community/user/blogs/alexei-karve/2021/11/23/microshift-1,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R197,rhel-edge-automation-arch,https://github.com/redhat-cop/rhel-edge-automation-arch,Automated Edge Provisioning & Configuration,https://github.com/redhat-cop/rhel-edge-automation-arch,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,OTA Updates & Rollback Management,https://www.redhat.com/en/technologies/device-edge,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,GitOps-Driven Orchestration & Compliance,https://github.com/redhat-cop/rhel-edge-automation-arch?tab=readme-ov-file#introduction,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ fog
R203,salt,https://github.com/saltstack/salt,Scalable Remote Configuration & Automation,https://github.com/saltstack/salt,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Real-Time Orchestration & Parallel Execution,https://docs.saltproject.io/salt/user-guide/en/latest/topics/overview.html#automation-and-orchestration,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,"Security, Compliance & Lifecycle Management",https://docs.saltproject.io/salt/user-guide/en/latest/topics/overview.html#salt-overview,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R217,fogflow,https://github.com/smartfog/fogflow,Dynamic Service Orchestration,https://github.com/smartfog/fogflow?tab=readme-ov-file#fogflow,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Context-aware Service Discovery & Chaining,https://github.com/smartfog/fogflow?tab=readme-ov-file#fogflow,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Distributed Task Scheduling & Optimization,https://github.com/smartfog/fogflow?tab=readme-ov-file#background,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,edge ↔ Cloud
R247,Vitis-AI,https://github.com/Xilinx/Vitis-AI,Model Compilation & FPGA Acceleration,https://www.amd.com/en/solutions/ai.html,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,End-to-End AI Deployment Stack,https://github.com/Xilinx/Vitis-AI,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Hardware-Optimized Edge AI Runtime,https://github.com/Xilinx/Vitis-AI,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Continuum
R095,fledge,https://github.com/fledge-iot/fledge,Edge Data Ingestion & Preprocessing,https://github.com/fledge-iot/fledge?tab=readme-ov-file#fledge,Data Capabilities,Data Capabilities,Data Capabilities,Plugin-based Northbound/Southbound Connectivity,https://github.com/fledge-iot/fledge?tab=readme-ov-file#architecture,Data Capabilities,Data Capabilities,Data Capabilities,Edge Analytics & Closed-Loop Control,https://github.com/fledge-iot/fledge?tab=readme-ov-file#fledge,Transducer Capabilities,Transducer Capabilities,Transducer Capabilities,device ↔ fog
R212,MaixPy,https://github.com/sipeed/MaixPy,On-Device AI Inference (TinyML),https://github.com/sipeed/MaixPy,Data Capabilities,Data Capabilities,Data Capabilities,Python-Based Embedded Runtime,https://github.com/sipeed/MaixPy?tab=readme-ov-file#feature-overview,Supporting Capabilities,Supporting Capabilities,Supporting Capabilities,Peripheral & Sensor Integration for IoT,https://github.com/sipeed/MaixPy?tab=readme-ov-file#feature-overview,Transducer Capabilities,Transducer Capabilities,Transducer Capabilities,device ↔ edge